observation,internet_email,handheld,often_internet,social_media,internet_subscriber,type_internet,own_cell_phone,smartphone,connection_problems,twitter,instagram,facebook,snapchat,youtube,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,gender,household_people,age,employment_status,political_party
857,No,No,No Internet,No,No,No internet subscription,Yes,Don't Know,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,5.00,Man,1.00,85.00,Retired,Independent
858,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,Don't Know,Yes,No,Yes,Yes,Yes,1 - Almost constantly,Does not use,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,97+,Woman,2.00,20.00,Not employed,Independent
859,Yes,Yes,2 - Several times a day,No,Yes,Don't Know,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,2.00,73.00,Retired,Democrat
860,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,Does not use,3 - About once a day,97+,Woman,2.00,57.00,Full-time,Democrat
861,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Man,2.00,60.00,Retired,Independent
862,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,1 - Almost constantly,40.00,Woman,1.00,65.00,Retired,Independent
863,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,3 - About once a day,2 - Several times a day,1 - Almost constantly,Does not use,2 - Several times a day,12.00,Man,2.00,31.00,Full-time,Democrat
864,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,1 - Almost constantly,20.00,Man,3.00,59.00,Full-time,Independent
865,Yes,Yes,2 - Several times a day,No,No,No internet subscription,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,8.00,Man,1.00,27.00,Other,Independent
866,Yes,Yes,2 - Several times a day,Yes,Yes,Only through cellphone,Yes,Yes,3 - Rarely,No,Yes,No,Yes,Yes,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,1 - Almost constantly,10.00,Woman,1.00,19.00,Part-time,Independent
867,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,4 - Several times a week,3 - About once a day,1 - Almost constantly,33.00,Woman,,42.00,Other,Independent
868,No,No,No Internet,No,No,No internet subscription,Yes,Don't Know,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Woman,1.00,69.00,Part-time,Don't Know
869,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,1 - Almost constantly,0.00,Man,1.00,36.00,Full-time,Democrat
870,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,Yes,No,Yes,Yes,Does not use,2 - Several times a day,Does not use,2 - Several times a day,1 - Almost constantly,Don't Know,Man,2.00,29.00,Not employed,Independent
871,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,3 - About once a day,Does not use,3 - About once a day,0.00,Woman,3.00,40.00,Full-time,Democrat
872,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,4 - Several times a week,Does not use,4 - Several times a week,10.00,Woman,3.00,30.00,Full-time,Democrat
873,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,2 - Several times a day,2.00,Woman,4.00,51.00,Full-time,Republican
874,Yes,Yes,2 - Several times a day,No,No,No internet subscription,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,4.00,Other,3.00,25.00,Not employed,Independent
875,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,Does not use,3 - About once a day,3.00,Woman,4.00,40.00,Full-time,Democrat
876,Yes,Yes,2 - Several times a day,Yes,No,No internet subscription,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,5.00,Man,5.00,19.00,Part-time,Don't Know
877,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Woman,1.00,50.00,Part-time,
878,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,No,Yes,Yes,Does not use,2 - Several times a day,Does not use,1 - Almost constantly,2 - Several times a day,52.00,Man,3.00,38.00,Full-time,Democrat
879,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,1 - Almost constantly,12.00,Man,,50.00,Retired,
880,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,2 - Several times a day,Does not use,1 - Almost constantly,3.00,Man,2.00,27.00,Full-time,Independent
881,Yes,Yes,2 - Several times a day,Yes,Yes,Both low and high speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,10.00,Man,3.00,34.00,Full-time,Independent
882,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,No,Does not use,1 - Almost constantly,1 - Almost constantly,2 - Several times a day,Does not use,0.00,Man,2.00,30.00,Full-time,Republican
883,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,3 - About once a day,3 - About once a day,3 - About once a day,Does not use,1 - Almost constantly,6.00,Man,7.00,42.00,Part-time,Democrat
884,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,1 - Often,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,40.00,Man,2.00,84.00,Retired,Democrat
885,Yes,Yes,2 - Several times a day,Yes,Yes,Both low and high speed,Yes,Yes,3 - Rarely,Yes,No,No,No,Yes,1 - Almost constantly,Does not use,Does not use,Does not use,1 - Almost constantly,15.00,Woman,3.00,48.00,Part-time,Democrat
886,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,3 - About once a day,0.00,Woman,4.00,40.00,Not employed,Independent
887,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,0.00,Man,5.00,40.00,Full-time,Republican
888,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,,,,,,Does not use,Does not use,Does not use,Does not use,Does not use,3.00,Man,,,,
889,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,5 - Few times a month or less,4 - Several times a week,2 - Several times a day,Does not use,2 - Several times a day,0.00,Man,4.00,43.00,Full-time,Republican
890,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,Yes,Yes,Does not use,Does not use,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,50.00,Woman,6.00,31.00,Full-time,Democrat
891,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,2 - Several times a day,10.00,Man,2.00,60.00,Full-time,Independent
892,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,4 - Several times a week,1.00,Woman,5.00,31.00,Not employed,Independent
893,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,5 - Few times a month or less,1 - Almost constantly,1 - Almost constantly,Does not use,1 - Almost constantly,15.00,Woman,1.00,75.00,Retired,Republican
894,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,1.00,Man,1.00,70.00,Full-time,Democrat
895,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,3 - About once a day,0.00,Man,1.00,36.00,Full-time,Democrat
896,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,Yes,No,Yes,3 - About once a day,Does not use,2 - Several times a day,Does not use,1 - Almost constantly,0.00,Man,8+,44.00,Full-time,Republican
897,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,Don't Know,3.00,Woman,4.00,52.00,Full-time,Independent
898,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,No,Yes,No,Yes,2 - Several times a day,Does not use,2 - Several times a day,Does not use,5 - Few times a month or less,6.00,Man,4.00,40.00,Other,Democrat
899,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,No,Yes,No,Yes,5 - Few times a month or less,Does not use,5 - Few times a month or less,Does not use,2 - Several times a day,4.00,Man,2.00,65.00,Full-time,Democrat
900,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,No,Yes,2 - Several times a day,3 - About once a day,2 - Several times a day,Does not use,2 - Several times a day,1.00,Man,4.00,38.00,Full-time,Independent
901,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,1 - Almost constantly,10.00,Woman,2.00,32.00,Other,Democrat
902,Yes,Yes,3 - About once a day,Yes,No,No internet subscription,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,1 - Almost constantly,0.00,Man,1.00,29.00,Part-time,Independent
903,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,2 - Several times a day,1 - Almost constantly,3 - About once a day,Does not use,3 - About once a day,2.00,Man,2.00,34.00,Full-time,Democrat
904,Yes,Yes,1 - Almost constantly,No,Yes,Both low and high speed,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,4 - Several times a week,97+,Man,,,Full-time,Republican
905,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,3 - About once a day,0.00,Woman,2.00,65.00,Retired,Republican
906,Yes,Yes,2 - Several times a day,Yes,Yes,Both low and high speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,2 - Several times a day,2 - Several times a day,Does not use,3 - About once a day,1.00,Man,3.00,62.00,Full-time,Republican
907,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,5 - Few times a month or less,1 - Almost constantly,2 - Several times a day,5 - Few times a month or less,1 - Almost constantly,3.00,Man,2.00,31.00,Full-time,Democrat
908,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,3 - About once a day,24.00,Woman,2.00,64.00,Retired,Democrat
909,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,2 - Several times a day,Does not use,1 - Almost constantly,0.00,Man,3.00,59.00,Full-time,Democrat
910,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,5.00,Man,2.00,33.00,Full-time,Independent
911,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,No,Yes,2 - Several times a day,2 - Several times a day,2 - Several times a day,Does not use,2 - Several times a day,0.00,Man,1.00,30.00,Not employed,Independent
912,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,5 - Few times a month or less,3 - About once a day,1 - Almost constantly,4 - Several times a week,4 - Several times a week,30.00,Woman,4.00,51.00,Full-time,Other party
913,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,2 - Several times a day,10.00,Man,2.00,69.00,Full-time,Republican
914,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,Yes,Yes,Does not use,Does not use,2 - Several times a day,1 - Almost constantly,2 - Several times a day,30.00,Woman,3.00,21.00,Not employed,Independent
915,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,3.00,65.00,Retired,Democrat
916,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,0.00,Woman,1.00,32.00,Full-time,Democrat
917,Yes,Yes,1 - Almost constantly,Yes,Yes,Don't Know,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,24.00,Woman,5.00,18.00,Part-time,Independent
918,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,Yes,Yes,Does not use,Does not use,1 - Almost constantly,2 - Several times a day,3 - About once a day,50.00,Woman,2.00,63.00,Retired,Democrat
919,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,4 - Never,Yes,Yes,Yes,No,Yes,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Man,1.00,62.00,Retired,Democrat
920,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,No,No,No,Does not use,1 - Almost constantly,Does not use,Does not use,Does not use,8.00,Man,3.00,31.00,Full-time,Independent
921,No,No,No Internet,No,No,No internet subscription,Yes,Yes,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,1.00,90.00,Retired,Independent
922,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,Yes,No,Yes,3 - About once a day,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,4.00,Man,1.00,34.00,Full-time,Other party
923,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,2 - Several times a day,2 - Several times a day,1 - Almost constantly,2 - Several times a day,1 - Almost constantly,10.00,Man,5.00,19.00,Part-time,Democrat
924,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,4 - Several times a week,2 - Several times a day,12.00,Woman,2.00,58.00,Full-time,Democrat
925,Yes,No,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,10.00,Man,4.00,60.00,Other,Independent
926,No,No,No Internet,No,No,No internet subscription,Yes,Yes,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Don't Know,5.00,67.00,Retired,Democrat
927,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,4 - Several times a week,1 - Almost constantly,1 - Almost constantly,Does not use,3 - About once a day,6.00,Woman,2.00,33.00,Full-time,Democrat
928,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,Yes,Yes,Does not use,Does not use,1 - Almost constantly,3 - About once a day,2 - Several times a day,3.00,Woman,3.00,35.00,Full-time,Democrat
929,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,Yes,Yes,3 - About once a day,5 - Few times a month or less,1 - Almost constantly,5 - Few times a month or less,5 - Few times a month or less,0.00,Man,3.00,51.00,Full-time,Independent
930,Yes,Yes,1 - Almost constantly,No,No,No internet subscription,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,3.00,Woman,1.00,38.00,Full-time,Independent
931,Yes,No,3 - About once a day,No,Yes,Higher-speed,Yes,No,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,12.00,Man,2.00,60.00,Retired,Republican
932,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,5.00,Woman,5.00,37.00,Full-time,Republican
933,Yes,Yes,1 - Almost constantly,No,No,No internet subscription,Yes,Yes,4 - Never,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,3.00,Woman,2.00,67.00,Retired,Democrat
934,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,No,Does not use,Does not use,2 - Several times a day,Does not use,Does not use,14.00,Man,2.00,,Part-time,Independent
935,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,2 - Several times a day,1 - Almost constantly,5 - Few times a month or less,2 - Several times a day,12.00,Woman,2.00,51.00,Full-time,Democrat
936,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,5.00,Man,2.00,63.00,Full-time,Independent
937,Yes,No,3 - About once a day,No,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,20.00,Man,2.00,59.00,Part-time,Democrat
938,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,Yes,Yes,2 - Several times a day,2 - Several times a day,5 - Few times a month or less,2 - Several times a day,3 - About once a day,3.00,Man,3.00,53.00,Full-time,Republican
939,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,No,Yes,No,Yes,3 - About once a day,Does not use,1 - Almost constantly,Does not use,2 - Several times a day,10.00,Man,3.00,56.00,Full-time,Democrat
940,Yes,No,1 - Almost constantly,No,Yes,Higher-speed,Yes,No,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,15.00,Man,3.00,65.00,Full-time,Independent
941,Yes,Yes,3 - About once a day,Yes,No,No internet subscription,Yes,No,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Man,8+,60.00,Not employed,Democrat
942,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,5 - Few times a month or less,Does not use,3 - About once a day,3.00,Woman,1.00,54.00,Full-time,Independent
943,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,4 - Several times a week,5.00,Man,1.00,40.00,Full-time,Independent
